localite_auto_ecole,candidats ETG, réussite ETG,nbr_candidats,reussite,
"AUTO ECOLE LES MESANGES CENTRE COMMERCIAL LES TUILLERIES , RUE ERNEST RE ENAN 88000 EPINAL",129,57.36,65,78.46,
"AUTO ECOLE SAS COLLIN 36, RUE NOTRE-DAME DE LORETTE 88000 EPINAL",110,53.64,70,50,
"AUTO ECOLE OBJECTIF PERMIS 29, QUAI LAPICQUE 88000 EPINAL",131,62.6,80,57.5,
"AUTO ECOLE DESCOURS 1, QUAI CONTADES 88000 EPINAL",217,68.2,118,62.71,
"AUTO ECOLE JAMES 42, QUAI DES BONS ENFANTS 88000 EPINAL",309,75.73,168,70.24,
"AUTO ECOLE ECF ROGER 6, RUE CLAUDE GELEE 88000 EPINAL",256,69.53,186,68.28,
"AUTO ECOLE SARL CESCA 12, QUAI DU MUSEE 88000 EPINAL",452,72.35,188,68.09,
"AUTO ECOLE KRYSTEL 471, RUE D'ALSACE 88100 SAINTE MARGUERITE",64,71.88,17,82.35,
"AUTO ECOLE ECF SYNERGIE ST DIE 38, RUE DE LA PRAIRIE 88100 ST DIE",137,62.77,60,56.67,
"AUTO ECOLE MICHEL GEORGES FORMATION 21, RUE DE L'ORIENT 88100 ST DIE",187,72.73,70,50,
"AUTO ECOLE CHAUMIEN 53, RUE D ALSACE 88100 SAINT-DIE",175,71.43,123,70.73,
"AUTO ECOLE FRANCK 31, RUE STANISLAS 88100 SAINT DIE DES VOSGES",208,81.25,160,70,
"AUTO ECOLE JEN 69, RUE JULES FERRY 88110 RAON L'ETAPE",72,55.56,16,56.25,
AUTO ECOLE JANOT 87 RUE JULES FERRY 88110 RAON L ETAPE,47,68.09,22,59.09,
"AUTO ECOLE 100 PERMIS 19, RUE JULES FERRY 88110 RAON L ETAPE",118,77.97,85,61.18,
"AUTO ECOLE ECF THIRIET 1, RUE DE LA FOR�T 88120 SAINT AME",183,75.96,110,69.09,
"AUTO ECOLE LEMAIRE 3, RUE DES CAPUCINS 88130 CHARMES",115,64.35,61,59.02,
"AUTO ECOLE MUNIER 6, RUE LIEGEOIS 88130 CHARMES",129,60.47,62,69.35,
"AUTO ECOLE DIDIER BULGNEVILLE 8, PLACE HENRI GUILLEMAUT 88140 BULGNEVILLE",22,40.91,21,57.14,
"AUTO ECOLE DIDIER CONTREXEVILLE 48, RUE DU SHAH DE PERSE 88140 CONTREXEVILLE",161,66.46,85,64.71,
"AUTO ECOLE ZIGZAG SARL 82, RUE D ALSACE 88150 THAON-LES-VOSGES",100,70,64,73.44,
"AUTO ECOLE THAONNAISE ROLAND 80, RUE D'ALSACE 88150 THAON LES VOSGES",138,66.67,67,67.16,
"AUTO ECOLE WANTZ 14, RUE JULES FERRY 88160 LE THILLOT",166,64.46,100,55,
"AUTO ECOLE ECOLE DE CONDUITE RS 34, RUE DE LORRAINE 88170 CHATENOIS",128,63.28,69,59.42,
"AUTO ECOLE JPC GOLB 10, RUE D'EPINAL 88190 GOLBEY",54,70.37,11,18.18,
"AUTO ECOLE CONTACT 28, RUE DU GENERAL LECLERC 88190 GOLBEY",97,53.61,48,45.83,
"AUTO ECOLE DU TERTRE 50, RUE DE LA XAVEE 88200 REMIREMONT",28,50,18,66.67,
"AUTO ECOLE FRANKLIN 74, RUE THIERS 88200 REMIREMONT",124,49.19,47,48.94,
"AUTO ECOLE C.F.C. DAVAL AUSSEURS 14, RUE DU CANTON 88200 REMIREMONT",130,66.15,76,67.11,
AUTO ECOLE ECF 103 RUE CHARLES DE GAULLE 88200 REMIREMONT,198,71.21,95,73.68,
"AUTO ECOLE SAS ERNICE 9, BIS NOULEVARD THIERS 88200 REMIREMONT",240,80.83,128,63.28,
"AUTO ECOLE TEDDY 30, RUE DE LA REPUBLIQUE 88210 SENONES",139,61.87,85,69.41,
"AUTO ECOLE THIRION 12, RUE DE LATTRE DE TASSIGNY 88230 FRAIZE",103,75.73,54,68.52,
"AUTO ECOLE BEGEL 198, RUE DE COLMAR 88230 BAN SUR MEURTHE",118,55.08,59,66.1,
"AUTO ECOLE PHILIPPE 23, AVENUE DU GENERAL LECLERC 88240 BAINS LES BAINS",91,49.45,31,74.19,
"AUTO ECOLE V.F.R. 23, RUE PAUL CLAUDEL 88250 LA BRESSE",109,70.64,66,72.73,
"AUTO ECOLE PHILIPPE DARNEY 63, RUE DE LA REPUBLIQUE 88260 DARNEY",62,54.84,25,64,
"AUTO ECOLE OLIVIER 232, RUE DU COLOMBIER 88270 MADONNE ET LAMEREY",74,72.97,53,62.26,
"AUTO ECOLE NEO 5, RUE DU GENERAL HENRYS 88300 NEUFCHATEAU",87,63.22,38,78.95,
"AUTO ECOLE XXXX NEU PIOT BRABANT 4, AVENUE DE HERRINGEN 88300 NEUFCHATEAU",78,62.82,43,65.12,
"AUTO ECOLE PIOT-BRABANT 4, AVENUE DE HERRINGEN 88300 NEUFCHATEAU",72,44.44,47,63.83,
"AUTO ECOLE NATHALIE 8, PLACE DES CORDELIERS 88300 NEUFCHATEAU",109,66.06,63,50.79,
"AUTO ECOLE ETAPE PERMIS 9, RUE ARISTIDE BRIAND 88330 CHATEL SUR MOSELLE",76,61.84,37,40.54,
"AUTO ECOLE MOS 18, AVENUE VICTOR HUGO 88340 SAULXURES SUR MOSELOTTE",17,64.71,16,43.75,
"AUTO ECOLE GILLES 93, GRANDE RUE 88340 LE VAL D'AJOL",64,62.5,31,51.61,
AUTO ECOLE ECOLE DE CONDUITE LIFFOLOISE GRANDE RUE 88350 LIFFOL LE GRAND,70,44.29,22,63.64,
AUTO ECOLE JPM LIFFOL 2 A RUE DS AVIOUX 88350 LIFFOL LE GRAND,68,66.18,42,66.67,
"AUTO ECOLE FRANCIS 29A, RUE DE LORRAINE 88360 RUPT SUR MOSELLE",90,64.44,54,66.67,
"AUTO ECOLE OPC SAS 14, ROUTE DE GOLBEY 88390 LES FORGES",23,91.3,12,91.67,
"AUTO ECOLE D.A.G. 44, RUE DES FORGES 88390 UXEGNEY",64,71.88,25,72,
"AUTO ECOLE KLUFTS 68, RUE CHARLES DE GAULLE 88400 GERARDMER",54,42.59,24,91.67,
"AUTO ECOLE VINCENT PERMIS 12, RUE DU 152 RI 88400 GERARDMER",54,61.11,30,66.67,
"AUTO ECOLE SYNERGIE 14, PL DES DEPORTES 88400 GERARDMER",156,76.92,95,64.21,
"AUTO ECOLE LAC 12 BIS, AVENUE DU 19 NOVEMBRE 88400 GERARDMER",144,85.42,108,78.7,
"AUTO ECOLE JEN MOYENMOUTIER 6, RUE STE EPVRE 88420 MOYENMOUTIER",39,43.59,25,40,
"AUTO ECOLE SARL DEPARIS 1, RUE DE LA PROVIDENCE 88430 CORCIEUX",36,77.78,30,63.33,
"AUTO ECOLE LES PERLES 22, RUE DE LA LIBERATION 88460 DOCELLES",78,57.69,26,53.85,
"AUTO ECOLE CLAIREFONTAINE 26, AV. DU GENERAL DE GAULLE 88480 ETIVAL-CLAIREFONTAINE",91,56.04,51,56.86,
"AUTO ECOLE 3 DU MADON 2, RUE ABBE GREGOIRE 88500 MIRECOURT",55,85.45,40,45,
"AUTO ECOLE GROCOLAS 94, RUE DE CHANZY 88500 MIRECOURT",109,62.39,67,67.16,
"AUTO ECOLE MUNIER-TRIBOULOT 25, RUE CHANZY 88500 MIRECOURT",173,66.47,93,77.42,
"AUTO ECOLE PIERRE 162, PLACE DE LA LIBERATION 88550 POUXEUX",51,35.29,15,46.67,
"AUTO ECOLE AUTO MOTO ECOLE DAVID 451, ROUTE DE BRUYERES 88600 LAVAL SUR VOLOGNE",113,77.88,47,70.21,
"AUTO ECOLE JACQUOT 29, RUE LEOPOLD 88600 BRUYERES",162,58.02,75,52,
"AUTO ECOLE CATHERINE 5, RUE CLEMENCEAU 88700 RAMBERVILLERS",47,59.57,17,47.06,
"AUTO ECOLE ETIENNE 9, RUE DU COMMANDANT JACQUOT 88700 RAMBERVILLERS",39,71.79,24,50,
"AUTO ECOLE MATHIEU 2, AVENUE FELIX FAURE 88700 RAMBERVILLERS",58,65.52,41,56.1,
"AUTO ECOLE J.P.C. 28, RUE COETLOSQUET 88700 RAMBERVILLERS",81,54.32,43,41.86,
AUTO ECOLE CAP CONDUITE 10 AVENUE FELIX FAURE 88700 RAMBERVILLERS,75,57.33,44,56.82,
AUTO ECOLE JACKY RUE DU LT GAUFFRE CENTRE COMMERCIAL LES OLYMPIADES 88800 VITTEL,235,69.79,133,69.92,
AUTO ECOLE DES PIEDALLOUES 9 PLACE DU CADRAN 89000 AUXERRE,28,64.29,20,50,
AUTO ECOLE LA FONTAINE 12 RUE DE LA FONTAINE 89000 SAINT-JULIEN-DU-SAULT,41,43.9,24,41.67,
AUTO ECOLE ALPHA 18 RUE MILLAUX 89000 AUXERRE,63,71.43,25,52,
"AUTO ECOLE ECOLE DE CONDUITE DE LA PLAINE CENTRE CIAL LE RAMY, RUE ROBERT RACLOT 89000 CHAMPS SUR YONNE",82,58.54,26,42.31,
AUTO ECOLE EN HAUT 57 PLACE DEGAS 89000 AUXERRE,76,50,26,46.15,
"AUTO ECOLE E.C.M. 52, RUE DU GENERAL DE GAULLE 89000 SENS",27,88.89,27,70.37,
AUTO ECOLE SARL AAC FORMATIONS 27 RUE DES PRES COULONS 89000 AUXERRE,91,68.13,28,92.86,
AUTO ECOLE C.E.R. 89 59 RUE DE PARIS 89000 AUXERRE,65,73.85,43,58.14,
AUTO ECOLE PASCAL FAULE RUE ST CLAUDE 89000 SAINT SAUVEUR EN PUISAYE,137,66.42,60,55,
AUTO ECOLE MARICOT 134 RUE DE PARIS 89000 AUXERRE,134,61.19,82,67.07,
AUTO ECOLE E.C.F.AUXERRE 8 RUE DU 24 AOUT 89000 AUXERRE,129,72.87,93,63.44,
AUTO ECOLE FABIENNE ROUX 151 RUE DE PARIS 89000 AUXERRE,215,53.49,97,46.39,
AUTO ECOLE JOLIBOIS QUINOT 52/54 BOULEVARD VAULABELLE 89000 AUXERRE,277,68.59,120,58.33,
AUTO ECOLE ECOLE CONDUITE DE L YONNE 26 QUAI DE LA REPUBLIQUE 89000 AUXERRE,299,73.58,132,61.36,
AUTO ECOLE GAMBETTA 41 AVENUE GAMBETTA 89000 JOIGNY,253,67.98,132,66.67,
AUTO ECOLE 1000 BORNES 37 AVENUE JEAN JAURES 89000 MIGENNES,286,67.83,133,58.65,
AUTO ECOLE FROCHOT 27 RUE D'EGLENY 89000 AUXERRE,242,71.9,149,55.03,
AUTO ECOLE JFG CONDUITE 38 BD A. BRIAND 89100 SENS,69,81.16,20,70,
AUTO ECOLE FLASH 23 RUE ALSACE LORRAINE 89100 SENS,76,63.16,28,50,
AUTO ECOLE AE ASSOCIATIVE AILES MOBILECO 6 RUE HENRI SANGLIER 89100 SENS,127,48.03,29,48.28,
AUTO ECOLE CHARLYN 58 BIS GRANDE RUE 89100 SAINT MARTIN DU TERTRE,52,88.46,29,86.21,
AUTO ECOLE DE LA PALINE DU BOIS DE ST BONDI 38-40 AVENUE EDME-PIERRE CHAUVOT 89100 PARON,54,87.04,33,63.64,
AUTO ECOLE A B C 5 PLACE DE L'EGLISE 89100 SAINT-CLEMENT,78,66.67,51,68.63,
AUTO ECOLE AE ZOHRA 17RUE SAINT PIERRE LE VIF 89100 SENS,128,53.13,52,42.31,
AUTO ECOLE DU SQUARE 3 RUE DU GENERAL DE GAULLE 89100 SENS,70,68.57,56,67.86,
AUTO ECOLE DU SENONAIS 110 RUE THENARD 89100 SENS,202,68.32,132,63.64,
"AUTO ECOLE LEGRAND CHRISTIAN 3, RUE VICTOR GUICHARD 89100 SENS",373,71.85,174,70.11,
AUTO ECOLE PIERRETTE 2 BD WINSTON CHURCHILL 89100 SENS,334,73.35,228,53.95,
"AUTO ECOLE SARL ET SERVICES 5, BOULEVARD DU NORD 89110 AILLANT SUR THOLON",103,53.4,54,62.96,
AUTO ECOLE AUTO MOTO CHARNYCOISE ZA NORD - LE BUISSON DES CAILLES 89120 CHARNY,79,55.7,31,58.06,
AUTO ECOLE AU PONT CAPUREAU 20 RUE DU PONT CAPUREAU 89130 TOUCY,22,54.55,17,70.59,
AUTO ECOLE DE LA PUISAYE TARANTO 23 RUE LUCILE CORMIER 89130 TOUCY,105,63.81,20,35,
AUTO ECOLE ECF RITA TOUCY 13 RUE LUCILE CORMIER 89130 TOUCY,70,57.14,36,58.33,
"AUTO ECOLE BRU 8, RUE DU CHATEAU 89140 PONT SUR YONNE",213,61.5,98,53.06,
"AUTO ECOLE LEGRAND SAINT VALERIEN 35, RUE DE LA REPUBLIQUE 89150 SAINT-VALERIEN",36,63.89,18,50,
AUTO ECOLE SENONAIS 37 RUE DE LA REPUBLIQUE 89190 VILLENEUVE L ARCHEVEQUE,40,77.5,19,57.89,
AUTO ECOLE DES CHAUMES 13 AVENUE DU PARC DES CHAUMES 89200 AVALLON,118,61.86,67,49.25,
"AUTO ECOLE VAUBAN 5, BIS RUE DES ODEBERTS 89200 AVALLON",92,76.09,73,76.71,
"AUTO ECOLE MONTHLERY 43, GRANDE RUE ARISTIDE BRIAND 89200 AVALLON",129,73.64,95,72.63,
"AUTO ECOLE BERNARD 18, RUE CARNOT 89200 AVALLON",294,63.61,103,60.19,
AUTO ECOLE BRIENON DILO CER 89 31 GRANDE RUE 89210 BRIENON SUR ARMENCON,72,52.78,37,51.35,
AUTO ECOLE 12 POINTS 1 AVENUE PAUL BERT 89220 BLENEAU,30,50,17,70.59,
AUTO ECOLE DE LINDRY 26 RUE DU 14 JUILLET 89240 LINDRY,50,68,29,68.97,
"AUTO ECOLE SEIGNELAY DILO CER 89 12, AVENUE COLBERT 89250 SEIGNELAY",71,66.2,45,46.67,
AUTO ECOLE COTE PERMIS 7 RUE DU GENERAL DE GAULLE 89270 VERMENTON,45,64.44,29,48.28,
"AUTO ECOLE CS 2, AVENUE DE MAYEN 89300 JOIGNY",48,58.33,19,52.63,
AUTO ECOLE RIVE DROITE 19 QUAI DU GENERAL LECLERC 89300 JOIGNY,97,70.1,55,65.45,
AUTO ECOLE CLAUDIE 46 GRANDE RUE 89340 VILLENEUVE LA GUYARD,133,60.9,62,54.84,
AUTO ECOLE ARC EN CIEL 23 RUE DE LA FOSSE AUX ANGLAIS 89380 APPOIGNY,72,66.67,27,44.44,
AUTO ECOLE LABEL CONDUITE CENTRE COMMERCIAL LES LATTEUX 89400 MIGENNES,236,66.95,135,62.22,
AUTO ECOLE PARC 8 BIS RUE DE SEIGNELAY 89470 MONETEAU,136,69.12,63,52.38,
AUTO ECOLE VAL DE L'YONNE 14 RUE JOUBERT 89500 VILLENEUVE SUR YONNE,44,65.91,20,60,
"AUTO ECOLE REMPARTS 8, FAUBOURG SAINT-NICOLAS 89500 VILLENEUVE SUR YONNE",178,58.43,91,62.64,
AUTO ECOLE D' CARRIERES 25 RUE DE DRUYES 89560 COURSON LES CARRIERES,42,78.57,28,46.43,
AUTO ECOLE DE LA TERRASSE 7 RUE DE LA TERRASSE 89600 SAINT FLORENTIN,137,72.99,64,67.19,
AUTO ECOLE FLORENTINOISE 14 RUE DILO 89600 SAINT FLORENTIN,124,63.71,66,66.67,
AUTO ECOLE ECOLE DE CONDUITE CHEROY 12 PLACE DE LA CONCORDE 89690 CHEROY,80,52.5,40,45,
AUTO ECOLE LYCEE 31 RUE DE L HOTEL DE VILLE 89700 TONNERRE,66,54.55,24,45.83,
AUTO ECOLE JCM 18 RUE DE L'HOTEL DE VILLE 89700 TONNERRE,71,40.85,38,47.37,
AUTO ECOLE CHALLENGE 89 2 BIS RUE DU GRENIER A SEL 89700 TONNERRE,93,53.76,43,51.16,
"AUTO ECOLE MICHEL 10, PLACE CHARLES DE GAULLE 89700 TONNERRE",115,67.83,47,51.06,
"AUTO ECOLE ECOLE DE CONDUITE DU CHABLISIEN 9,RUE MAL DE LATTRE DE TASSIGNY 89800 CHABLIS",164,67.07,90,70,
AUTO ECOLE MOM' 11 RUE CHARLES DE GAULLE 90000 BEAUCOURT,79,54.43,37,51.35,
AUTO ECOLE HEYD 1 PLACE D ARMES 90000 BELFORT,127,55.91,73,47.95,
AUTO ECOLE GOUVIER 6 RUE CARNOT 90000 VALDOIE,193,59.59,74,59.46,
AUTO ECOLE MOREL ET ROSEE 19 AVENUE ROOSEVELT 90000 BELFORT,205,66.34,126,59.52,
AUTO ECOLE EDUCAVISION 3 RUE DE LA 1ERE ARMEE 90000 BELFORT,208,68.27,128,53.91,
AUTO ECOLE SAILLEY ET FILS 92 AVENUE JEAN JAURES 90000 BELFORT,214,61.21,144,58.33,
AUTO ECOLE DU FAUBOURG 35 FAUBOURG DES ANCETRES 90000 BELFORT,235,78.72,147,51.7,
AUTO ECOLE ELITE AVENUE DU GENERAL GAMBIEZ 90000 BELFORT,413,66.59,202,56.93,
AUTO ECOLE EISEN SARL 4 RUE ARISTIDE BRIAND 90000 BELFORT,654,76.61,286,53.15,
AUTO ECOLE PIERRE TALON 1 IMPASSE DE L HOPITAL 90100 DELLE,473,76.32,278,75.9,
AUTO ECOLE ZIMMERMANN 5 RUE DU GENERAL DE GAULLE 90120 MORVILLARS,154,50.65,71,53.52,
AUTO ECOLE NAEGELLEN 8 FAUBOURG DE BELFORT 90200 GIROMAGNY,257,67.32,149,63.76,
AUTO ECOLE ECOLE DE CONDUITE PILOTE 27 RUE PIERRE BEUCLER 90500 BEAUCOURT,65,64.62,39,53.85,
AUTO ECOLE PASCAL KLOPFENSTEIN 88 BIS RUE DU GENERAL DE GAULLE 90850 ESSERT,167,62.28,81,43.21,
"AUTO ECOLE SESAM CONDUITE 13, COURS BLAISE PASCAL 91000 EVRY",112,47.32,61,52.46,
AUTO ECOLE SESAM 5 PLACE JULES VALLES 91000 EVRY,125,54.4,73,41.1,
AUTO ECOLE AGUADO 2 RUE AUGUSTE RENOIR 91000 EVRY,179,66.48,101,53.47,
AUTO ECOLE CER CHAMPS ELYSEES CC DES CHAMPS ELYSEES 14 PLACE TROISDORF 91000 EVRY,208,74.52,120,60.83,
AUTO ECOLE CATHEDRALE 13 COURS MONSEIGNEUR ROMERO 91000 EVRY,347,76.66,216,43.52,
AUTO ECOLE ECF AGORA 24 COURS BLAISE PASCAL 91000 EVRY,467,80.94,299,67.89,
AUTO ECOLE START UP CONDUITE 18BIS RUE CHARLES DE GAULLE 91070 BONDOUFLE,75,84,47,57.45,
AUTO ECOLE CER START UP 18 BIS RUE CHARLES DE GAULLE 91070 BONDOUFLE,161,87.58,91,67.03,
"AUTO ECOLE GREEN CONDUITE 6, ALLEE DE L'ORME A MARTIN 91080 COURCOURONNES",97,78.35,31,77.42,
AUTO ECOLE CANAL 31 RUE DU PONT AMAR 91080 COURCOURONNES,181,64.64,104,42.31,
AUTO ECOLE LA BONNE CONDUITE AUTO MOTO ECOLE CENTRE COMMERCIAL LE LONG RAYAGE 91090 LISSES,175,76,103,72.82,
AUTO ECOLE MC CORBEIL 47 RUE DE LA PAPETERIE 91100 CORBEIL ESSONNES,117,75.21,48,56.25,
AUTO ECOLE CORBEIL 29 RUE DU GENERAL LECLERC 91100 CORBEIL ESSONNES,139,66.91,55,56.36,
AUTO ECOLE CLAREVA 5 RUE DE LA PERCHERIE 91100 CORBEIL ESSONNES,137,89.78,73,60.27,
AUTO ECOLE ESPACE SECURITE 60 RUE DU MARECHAL DE LATTRE DE TASSIGNY 91100 CORBEIL ESSONNES,122,79.51,88,78.41,
AUTO ECOLE DU STADE M.C 98 RUE SAINT SPIRE 91100 CORBEIL ESSONNES,260,68.85,145,55.17,
AUTO ECOLE VILLABE 5 PLACE ROLAND VINCENT 91100 VILLABE,308,85.06,200,67,
AUTO ECOLE MONTAGNE DES GLAISES 106 BOULEVARD JEAN JAURES 91100 CORBEIL ESSONNES,324,70.99,234,57.69,
AUTO ECOLE FLASH 5 RUE DE LA GARE 91120 PALAISEAU,331,69.18,220,55.91,
AUTO ECOLE CONDUITE SURE 7 BIS RUE D AUVERGNE 91120 PALAISEAU,504,77.18,301,65.78,
AUTO ECOLE C.E.M 71 AVENUE PIERRE BROSSOLETTE 91130 RIS ORANGIS,56,83.93,21,38.1,
AUTO ECOLE LES IRIS 85 BIS ROUTE DE GRIGNY 91130 RIS-ORANGIS,86,50,31,54.84,
AUTO ECOLE GEORGES SAND 28 AV GEORGE SAND 91130 RIS ORANGIS,60,86.67,38,34.21,
AUTO ECOLE MOULIN A VENT 14 PLACE DU MOULIN A VENT 91130 RIS ORANGIS,164,59.76,100,48,
AUTO ECOLE VAL DE RIS 15BIS RUE EDMOND NONTE 91130 RIS ORANGIS,222,72.52,123,48.78,
AUTO ECOLE FCSR D ETAMPES 133 RUE DE LA REPUBLIQUE 91150 ETAMPES,29,65.52,28,82.14,
AUTO ECOLE ELD FORMATION 63 RUE SAINT JACQUES 91150 ETAMPES,81,81.48,39,53.85,
AUTO ECOLE ANTHONY 56 RUE PAUL DOUMER 91150 ETAMPES,102,69.61,43,62.79,
AUTO ECOLE SAINT CHRISTOPHE 118 RUE SAINT JACQUES 91150 ETAMPES,56,60.71,45,64.44,
AUTO ECOLE EVASION 1 BOULEVARD HENRI IV 91150 ETAMPES,178,66.85,127,62.99,
AUTO ECOLE DU PORT 5 RUE DES ARCHERS 91150 ETAMPES,214,80.37,159,58.49,
AUTO ECOLE STAR PILOTE 101 RUE SAINT JACQUES 91150 ETAMPES,274,65.69,166,56.63,
AUTO ECOLE 137 137 RUE DU PRESIDENT FRANCOIS MITTERAND 91160 LONGJUMEAU,283,82.69,220,62.73,
AUTO ECOLE LONGJUMEAU CONDUITE 18 AVENUE DU GENERAL DE GAULLE 91160 LONGJUMEAU,609,81.61,405,63.21,
AUTO ECOLE ECF LONGJUMEAU 1-3 PLACE BRETTEN 91160 LONGJUMEAU,814,77.03,512,65.04,
AUTO ECOLE REFLEXE CONDUITE 39 AVENUE GENERAL DE GAULLE 91170 VIRY CHATILLON,20,75,14,64.29,
AUTO ECOLE VIRY CONDUITE 10 PLACE DES MARTYRS DE CHATEAUBRIAND 91170 VIRY-CHATILLON,57,77.19,32,65.63,
AUTO ECOLE DE LA GARE DAGERI 68 AVENUE DU GENERAL DE GAULLE 91170 VIRY-CHATILLON,58,82.76,39,69.23,
AUTO ECOLE ABC VIRY 60 AVENUE DU COMMANDANT BARRE 91170 VIRY-CHATILLON,315,76.19,164,45.73,
AUTO ECOLE CER VIRY 107 109 BD DE LA GRIBELETTE 91170 VIRY CHATILLON,223,79.82,169,51.48,
"AUTO ECOLE ADOLPHE 160,AVENUE GABRIEL PERI 91170 VIRY CHATILLON",326,69.02,211,52.61,
AUTO ECOLE PLEIN PHARE GIF 187 AVENUE DU GENERAL LECLERC 91190 GIF SUR YVETTE,139,87.77,115,66.09,
AUTO ECOLE ATHIS MONS CONDUITE 5A RUE DE LA MONTAGNE DE MONS 91200 ATHIS MONS,48,75,29,62.07,
"AUTO ECOLE CER ATHIS 11, RUE FRANCOIS MITTERAND 91200 ATHIS MONS",110,65.45,40,47.5,
AUTO ECOLE GYMNASE 155 AVENUE DU 18 AVRIL 91200 ATHIS MONS,96,66.67,50,56,
AUTO ECOLE DE LA MAIRIE 11 RUE PAUL VAILLANT COUTURIER 91200 ATHIS MONS,150,83.33,78,51.28,
AUTO ECOLE PYRAMIDE 88 RUE DE LA VOIE VERTE 91200 ATHIS MONS,133,73.68,83,72.29,
AUTO ECOLE LEFEVRE 130 RUE H BARBUSSE 91210 DRAVEIL,97,63.92,60,73.33,
AUTO ECOLE DRAVEIL 170 AVENUE HENRI BARBUSSE 91210 DRAVEIL,203,67,128,64.84,
AUTO ECOLE FC SABRINA 32 RUE DE NAINVILLE 91210 DRAVEIL,341,77.13,162,70.37,
"AUTO ECOLE LA FONTAINE 2, ALLEE DES CEDRES 91220 BRETIGNY SUR ORGE",68,83.82,30,60,
AUTO ECOLE BUGATTI 1 RUE HENRI DOUARD 91220 BRETIGNY SUR ORGE,266,73.31,153,52.29,
AUTO ECOLE EASY CONDUITE 33 AVENUE DE LA REPUBLIQUE 91230 MONTGERON,91,85.71,62,66.13,
AUTO ECOLE EASY CONDUITE MONTGERON 8 ROUTE DE CORBEIL 91230 MONTGERON,209,80.38,100,66,
AUTO ECOLE ECF MONTGERON 2 RUE GENERAL LELONG 91230 MONTGERON,247,90.69,155,63.87,
AUTO ECOLE DES GENETS 6 CENTRE COMMERCIAL LES GENETS RUE BOIELDIEU 91240 SAINT MICHEL SUR ORGE,27,44.44,12,33.33,
AUTO ECOLE QUINCY 2 RUE TAMARIS 91240 QUINCY SOUS SENART,36,61.11,17,58.82,
AUTO ECOLE LE FLAMBOYANT 20 RUE DES FUSILLES 91240 SAINT MICHEL SUR ORGE,65,75.38,33,54.55,
AUTO ECOLE EBR 38 RUE BERLIOZ 91240 ST MICHEL SUR ORGE,89,73.03,79,64.56,
AUTO ECOLE STOP CONDUITE 4 PLACE DE L EUROPE 91250 ST GERMAIN LES CORBEILS,201,68.16,104,57.69,
"AUTO ECOLE CER SAINT GERMAIN 1, ALLEE DU VAL FLEURY 91250 SAINT GERMAIN LES CORBEIL",230,74.35,153,71.24,
"AUTO ECOLE JUVISY CONDUITE 19, RUE PIERRE SEMARD 91260 JUVISY SUR ORGE",87,77.01,59,42.37,
AUTO ECOLE SABRINA JUVISY 32 RUE DE MONTESSUY 91260 JUVISY SUR ORGE,239,69.04,129,51.94,
AUTO ECOLE DE LA GARE VIGNEUX 10 PLACE LAKOTA 91270 VIGNEUX SUR SEINE,113,71.68,91,56.04,
AUTO ECOLE EASY CONDUITE DU LAC 5 PLACE MAX DORMOY 91270 VIGNEUX SUR SEINE,389,78.92,227,62.11,
AUTO ECOLE DE LA GARE 21 AVENUE ARISTIDE BRIAND 91290 ARPAJON,89,75.28,62,45.16,
AUTO ECOLE RASPAIL 6 RUE RASPAIL 91290 ARPAJON,337,77.74,172,55.81,
AUTO ECOLE ARPAJON 9 RUE ABEL CORNATON 91290 ARPAJON,257,85.21,207,59.9,
AUTO ECOLE LE PILEU 74 RUE DE L EFFORT MUTUEL 91300 MASSY,49,65.31,38,68.42,
AUTO ECOLE AAC 3000 ZAC DE VILMORIN 91300 MASSY,80,52.5,39,51.28,
AUTO ECOLE MAURICE CONDUITE MASSY 19 PLACE DE FRANCE 91300 MASSY,66,69.7,40,42.5,
AUTO ECOLE GARE MASSY VERRIERES 2 RUE PIERRE PICARD 91300 MASSY,186,79.57,132,52.27,
AUTO ECOLE POINT CONDUITE 49 AVENUE CARNOT 91300 MASSY,202,71.78,149,57.05,
AUTO ECOLE ECF YERRES 2 RUE PIERRE DE COUBERTIN 91330 YERRES,37,75.68,38,81.58,
"AUTO ECOLE LES GODEAUX 81,RUE GABRIEL PERI 91330 YERRES",165,78.79,119,58.82,
AUTO ECOLE JEAN LUC MAURIN 02 PLACE HENRI BARBUSSE 91350 GRIGNY,249,67.47,171,41.52,
AUTO ECOLE EC EPINAY 35 RUE DE CORBEIL 91360 EPINAY-SUR-ORGE,85,68.24,45,48.89,
AUTO ECOLE EPINAY CONDUITE 76 GRANDE RUE 91360 EPINAY SUR ORGE,87,81.61,61,60.66,
AUTO ECOLE VERRIERES CENTRE DE CONDUITE 25 RUE D ESTIENNE D ORVES 91370 VERRIERES LE BUISSON,120,70.83,95,72.63,
AUTO ECOLE MAZARIN CONDUITE 73 RUE DE GRAVIGNY 91380 CHILLY MAZARIN,34,91.18,18,38.89,
AUTO ECOLE MGC 12 AVENUE MAZARIN 91380 CHILLY-MAZARIN,70,57.14,34,52.94,
AUTO ECOLE ECF DE CHILLY RESIDENCE DE LA CROIX BLANCHE 36 BIS AVENUE MAZARIN 91380 CHILLY MAZARIN,61,75.41,47,74.47,
AUTO ECOLE ECF CHILLY MAZARIN 36 BIS AVENUE MAZARIN 91380 CHILLY MAZARIN,371,79.51,200,63.5,
